STATION,NAME,DATE,TAVG,TMAX,TMIN
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",5/17/24,68,78,58
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",5/18/24,66,71,60
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",5/19/24,69,83,56
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",5/20/24,72,87,59
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",5/21/24,76,90,63
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",5/22/24,78,93,63
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",5/23/24,72,81,61
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",5/24/24,70,80,57
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",5/25/24,64,80,51
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",5/26/24,68,81,61
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",5/27/24,73,80,65
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",5/28/24,67,72,59
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",5/29/24,63,70,53
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",5/30/24,59,68,45
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",5/31/24,61,75,47
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",6/1/24,67,82,52
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",6/2/24,66,81,53
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",6/3/24,70,82,62
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",6/4/24,75,89,61
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",6/5/24,78,89,68
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",6/6/24,76,81,66
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",6/7/24,66,72,58
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",6/8/24,63,74,58
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",6/9/24,62,72,55
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",6/10/24,58,61,55
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",6/11/24,59,65,55
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",6/12/24,63,73,56
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",6/13/24,70,89,53
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",6/14/24,76,79,62
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",6/15/24,67,77,53
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",6/16/24,65,81,50
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",6/17/24,79,94,66
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",6/18/24,83,94,72
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",6/19/24,87,95,77
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",6/20/24,84,93,72
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",6/21/24,80,91,69
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",6/22/24,79,89,71
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",6/23/24,82,89,69
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",6/24/24,70,80,62
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",6/25/24,74,87,64
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",6/26/24,79,86,65
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",6/27/24,68,73,56
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",6/28/24,65,82,50
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",6/29/24,70,79,63
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",6/30/24,76,82,61
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/1/24,67,76,57
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/2/24,68,83,53
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/3/24,78,90,69
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/4/24,83,91,75
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/5/24,80,90,73
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/6/24,80,90,71
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/7/24,78,87,69
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/8/24,78,93,67
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/9/24,80,91,70
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/10/24,82,97,73
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/11/24,75,79,71
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/12/24,76,86,70
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/13/24,78,88,67
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/14/24,77,92,63
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/15/24,83,94,73
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/16/24,78,93,69
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/17/24,77,84,68
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/18/24,73,79,65
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/19/24,70,82,60
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/20/24,72,84,59
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/21/24,74,85,62
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/22/24,75,89,63
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/23/24,74,84,69
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/24/24,76,89,67
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/25/24,74,79,65
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/26/24,72,82,62
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/27/24,71,86,58
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/28/24,74,88,61
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/29/24,74,88,63
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/30/24,78,93,65
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",7/31/24,81,87,74
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/1/24,81,93,72
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/2/24,78,86,70
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/3/24,76,87,69
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/4/24,80,90,71
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/5/24,78,89,67
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/6/24,73,75,63
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/7/24,70,81,57
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/8/24,68,74,62
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/9/24,70,80,67
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/10/24,74,81,63
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/11/24,69,78,60
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/12/24,66,75,60
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/13/24,70,82,60
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/14/24,72,85,61
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/15/24,73,86,62
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/16/24,73,88,59
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/17/24,76,82,68
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/18/24,75,83,69
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/19/24,68,71,58
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/20/24,60,68,55
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/21/24,60,68,54
USW00014771,"SYRACUSE HANCOCK INTERNATIONAL AIRPORT, NY US",8/22/24,65,77,57
